Date,Month,Year,month_date_yyyymm,postal_code,zip_name,flag,median_listing_price,median_listing_price_mm,median_listing_price_yy,active_listing_count,active_listing_count_mm,active_listing_count_yy,median_days_on_market,median_days_on_market_mm,median_days_on_market_yy,new_listing_count,new_listing_count_mm,new_listing_count_yy,price_increased_count,price_increased_count_mm,price_increased_count_yy,price_reduced_count,price_reduced_count_mm,price_reduced_count_yy,pending_listing_count,pending_listing_count_mm,pending_listing_count_yy,median_listing_price_per_square_foot,median_listing_price_per_square_foot_mm,median_listing_price_per_square_foot_yy,median_square_feet,median_square_feet_mm,median_square_feet_yy,average_listing_price,average_listing_price_mm,average_listing_price_yy,total_listing_count,total_listing_count_mm,total_listing_count_yy,pending_ratio,pending_ratio_mm,pending_ratio_yy,Neighborhood
2020-12,12,2020,202012,98102,"seattle, wa",,783950,0.0155,0.1753,92,-0.2069,0.8039,61.5,0.242424242,-0.07518797,12,-0.625,-0.4,0,,,16,0.3333,,30,-0.1892,0.2,661.5375482,-0.0066,-0.0031,1178.5,0.0551,0.1386,1135158.405,0.0412,0.0995,122,-0.2026,0.6053,0.326086957,0.0071,-0.1641,Capital Hill
2020-12,12,2020,202012,98122,"seattle, wa",,699000,-0.0183,-0.1038,75,-0.1848,0.5,59,0.18,0.18,20,-0.375,1.5,0,,,12,-0.7,0,41,-0.2264,0.5769,588.5030864,-0.0066,0.0079,1137.5,-0.0109,-0.1511,935837.64,0.0083,-0.0046,116,-0.2,0.5263,0.546666667,-0.0294,0.0267,Belltown
2020-12,12,2020,202012,98103,"seattle, wa",,669500,0,-0.0183,83,-0.2315,0.3175,49.5,0.207317073,-0.287769784,32,-0.4286,0.6,0,,,16,-0.6,1,74,-0.2449,0.9474,530.2203247,-2.00E-04,0.0104,1227.5,-0.0583,-0.0296,764455.7816,-0.0026,0.0166,157,-0.2379,0.5545,0.891566265,-0.0158,0.2884,Greenlake
2020-12,12,2020,202012,98109,"seattle, wa",,669500,7.00E-04,-0.0374,109,-0.155,1.8684,53,0.127659574,-0.24822695,24,-0.4545,5,0,,,12,-0.5,2,30,0.0714,2.75,642.5370334,-0.0026,0.0571,1023,0.0204,-0.1215,962329.1826,0.0103,-0.0773,139,-0.1146,2.0217,0.275229358,0.0582,0.0647,Queen Anne
2020-12,12,2020,202012,98116,"seattle, wa",,946400,0.1168,0.1831,45,-0.2623,0.25,54,0.14893617,-0.027027027,16,-0.4286,1,0,,,4,-0.5,-0.6667,42,-0.1429,1.3333,549.0364474,-0.0162,0.0772,1830,0.0469,0.1845,1212085.995,0.0362,0.1799,87,-0.2091,0.6111,0.933333333,0.1301,0.4333,Alki Beach
2020-12,12,2020,202012,98166,"seattle, wa",,529500,-0.1528,-0.1916,15,-0.3182,-0.5455,62,0.180952381,-0.101449275,12,0.5,2,0,,,0,-1,,22,-0.2903,1,415.6380762,0.0041,0.2631,1475,-0.22,-0.4193,1035018.97,0.0649,0.1529,37,-0.3019,-0.1591,1.466666667,0.0576,1.1333,Mount Baker
2020-12,12,2020,202012,98126,"seattle, wa",,649900,0.0195,0.1555,38,-0.3214,-0.0256,51,0.03030303,-0.244444444,20,-0.375,4,0,,,8,-0.3333,,39,-0.1333,0.625,423.1854839,-0.0163,-0.0052,1600,-0.0123,0.1173,761655.6516,0.021,0.1234,77,-0.2376,0.2222,1.026315789,0.2227,0.4109,Northgate
2020-12,12,2020,202012,98115,"seattle, wa",,792450,-0.0498,-0.033,49,-0.1833,0.0889,45,0.232876712,-0.174311927,36,-0.1,0.8,0,,,12,-0.4,0,52,-0.2121,0.7333,458.3728176,4.00E-04,-0.0232,1588,-0.091,-0.1178,792381.3126,-0.1371,-0.2327,101,-0.1984,0.3467,1.06122449,-0.0388,0.3946,Madrona
2020-12,12,2020,202012,98125,"seattle, wa",,600000,-0.0123,-0.0139,25,-0.2424,-0.3902,57.5,0.4375,-0.243421053,12,-0.5,2,0,,,4,-0.6667,0,37,-0.3148,0.85,395.5189685,-0.0281,0.1217,1474,-0.0173,-0.1294,716485.2995,-0.0153,-0.0301,62,-0.2874,0.0164,1.48,-0.1564,0.9922,Northgate
2020-12,12,2020,202012,98108,"seattle, wa",,554474.5,-0.0186,-0.0432,37,-0.2745,-0.2449,73.5,0.427184466,0.563829787,8,-0.3333,0,0,,,4,-0.5,0,19,-0.1739,-0.2083,379.1853891,-0.0716,-0.1008,1496,-0.0063,0.0841,621705.0186,-0.0285,0.0141,56,-0.2432,-0.2329,0.513513514,0.0625,0.0237,Ballard
2020-12,12,2020,202012,98105,"seattle, wa",,861000,0.0597,0.1218,37,-0.3621,0.3214,52.5,0.265060241,-0.255319149,16,-0.3333,3,0,,,4,-0.75,,37,-0.0263,1.3125,563.9627947,0.022,0.0484,1515,-0.0366,0.0171,1194384.926,-0.173,-0.1659,74,-0.2292,0.6818,1,0.3448,0.4286,Laurelhurst
2020-12,12,2020,202012,98112,"seattle, wa",,1320000,-0.0814,-0.1983,51,-0.1905,0.4167,61.5,0.217821782,-0.190789474,12,-0.5,0.5,0,,,8,-0.3333,1,28,-0.2432,0.4737,666.1057692,0.0479,0.0815,1914.5,-0.2693,-0.3051,1896020.241,-0.0187,-0.1045,79,-0.21,0.4364,0.549019608,-0.0383,0.0212,Madrona
2020-12,12,2020,202012,98199,"seattle, wa",,1147000,0.0039,-0.0246,45,-0.1176,0.25,54,0.270588235,-0.2,12,-0.4,2,0,,,12,-0.5,2,29,-0.0333,0.2083,518.1818182,0.0071,0.0387,2475,-0.0139,0.0903,1618815.871,-0.0423,0.0748,74,-0.0864,0.2333,0.644444444,0.0562,-0.0222,Magnolia
2020-12,12,2020,202012,98118,"seattle, wa",,654925,0.0038,0.1706,79,-0.0366,0.2742,52,0.238095238,-0.154471545,24,-0.3333,1,0,,,16,0,3,53,0.0392,0.6563,423.3406278,0.0274,0.1264,1470,-0.0448,-0.0361,740882.2389,-0.006,-0.1235,132,-0.0075,0.4043,0.670886076,0.0489,0.1548,Columbia City
2020-11,11,2020,202011,98177,"seattle, wa",,899950,-0.0271,-0.2493,23,-0.3947,-0.5306,37.5,0.041666667,-0.147727273,16,-0.2,-0.2,0,,,8,-0.3333,0,37,0.1212,0.48,436.8819267,0.0498,0.2128,2209.5,-0.0517,-0.3195,1140308.113,-0.0326,-0.2659,60,-0.1549,-0.1892,1.608695652,0.7403,1.0985,Mount Baker
2020-11,11,2020,202011,98115,"seattle, wa",,834000,0.0432,0.0426,60,-0.2405,-0.2105,36.5,0.25862069,-0.255102041,40,-0.3333,0.1111,0,,,20,-0.375,-0.2857,66,0.0154,0.3469,458.1999282,-0.0076,-0.013,1747,-0.0401,-0.0294,918303.76,-0.0113,-0.0577,126,-0.125,0.008,1.1,0.2772,0.4553,Madrona
2020-11,11,2020,202011,98166,"seattle, wa",,625000,0.0081,-0.0385,22,-0.3125,-0.4762,52.5,0.193181818,-0.125,8,-0.5,-0.5,0,,,4,-0.5,-0.6667,31,-0.0882,0.4762,413.9374133,0.1216,0.2487,1891,-0.0084,-0.2613,971944.3545,0.0468,0.1167,53,-0.197,-0.1587,1.409090909,0.3466,0.9091,Mount Baker
2020-11,11,2020,202011,98109,"seattle, wa",,669000,-0.0577,-0.0429,129,-0.0301,1.3036,47,0.424242424,-0.265625,44,-0.0833,1.75,0,,,24,-0.4545,1,28,-0.1515,0.4737,644.1890216,0.0128,0.0487,1002.5,-0.0936,-0.1504,952493.3336,-0.0916,-0.1663,157,-0.0542,1.0933,0.217054264,-0.0311,-0.1222,Queen Anne
2020-11,11,2020,202011,98103,"seattle, wa",,669500,-0.0759,-0.0436,108,-0.223,0.2,41,0.366666667,-0.127659574,56,-0.44,0.75,0,,,40,-0.2308,0.4286,98,0,1.1778,530.3468606,-0.037,0.0098,1303.5,-0.0344,-0.0027,766482.8978,-0.0399,-0.0461,206,-0.1308,0.5259,0.907407407,0.2024,0.4074,Greenlake
2020-11,11,2020,202011,98188,"seattle, wa",,509450,0.2738,0.2188,15,-0.2857,-0.1667,37,0.48,-0.026315789,12,-0.25,0.5,0,,,8,-0.3333,0,27,0.35,0.5,252.3480926,-0.036,-2.00E-04,1840,0.363,0.0222,521003.4869,0.1002,-0.0882,42,0.0244,0.1667,1.8,0.8476,0.8,Mount Baker
2020-11,11,2020,202011,98106,"seattle, wa",,582475,-0.0211,-0.0276,66,-0.2048,0.32,43,0.264705882,-0.022727273,28,-0.4167,0.4,0,,,32,0,1,51,0.1087,0.7,371.1514298,0.0073,-0.001,1598,0.0725,0.029,623900.206,0.0061,0.0294,117,-0.093,0.4625,0.772727273,0.2185,0.1727,Laurelhurst
2020-11,11,2020,202011,98136,"seattle, wa",,699950,0,-0.0528,34,-0.2093,-0.1053,34.5,-0.014285714,0.014705882,20,-0.4444,1.5,0,,,12,0,0,33,-0.0571,0.2692,451.8289403,-0.0018,-0.0226,1700,-0.0503,-0.1237,1040272.236,0.0419,0.1466,67,-0.141,0.0469,0.970588235,0.1566,0.2864,Northgate
2020-11,11,2020,202011,98118,"seattle, wa",,652450,0.0038,0.1347,82,0.0513,0.038,42,0.166666667,-0.176470588,36,-0.3077,0.5,0,-1,,16,-0.2,0,51,-0.1639,0.5,412.0482599,0.0184,0.0481,1539,-0.0357,-0.009,745327.7372,-0.0977,-0.1881,133,-0.0432,0.177,0.62195122,-0.1601,0.1916,Columbia City
2020-11,11,2020,202011,98198,"seattle, wa",,487500,0.0484,0.0263,31,-0.4364,-0.5441,42.5,0.214285714,-0.375,24,-0.5385,1,4,,,4,-0.8333,-0.6667,71,0.0143,0.7317,301.7025862,0.0715,0.0973,1701.5,0.0032,-0.0452,581978.3403,0.0742,0.0249,102,-0.184,-0.0642,2.290322581,1.0176,1.6874,Mount Baker
2020-11,11,2020,202011,98101,"seattle, wa",,709500,-0.0084,-0.0774,97,-0.1416,1.0208,72,0.161290323,0,4,-0.875,-0.6667,0,,,8,-0.7778,-0.3333,10,-0.4118,-0.7872,896.8679402,0.0265,0.093,846,0,-0.1242,1151818.643,0.0143,-0.1001,107,-0.1769,0.1263,0.103092784,-0.0473,-0.8761,Downtown
2020-11,11,2020,202011,98144,"seattle, wa",,662475,-0.0385,-0.0535,60,-0.3023,-0.2771,44,0.257142857,0,24,-0.4,0.5,0,,,8,-0.7778,-0.6667,45,-0.2105,0.0976,501.7326097,0.0192,0.089,1320,-0.1081,-0.1429,879014.0272,-0.089,-0.2176,105,-0.2657,-0.1532,0.75,0.0872,0.256,Mount Baker
2020-11,11,2020,202011,98112,"seattle, wa",,1437000,0.2763,-0.1264,63,-0.241,0.1667,50.5,0.578125,-0.2109375,24,-0.3333,1,0,,,12,-0.625,-0.25,37,-0.0513,0.3214,635.6389907,0.0311,0.0515,2620,0.31,-0.0742,1932236.199,0.1337,-0.0993,100,-0.1803,0.2195,0.587301587,0.1174,0.0688,Madrona
2020-11,11,2020,202011,98126,"seattle, wa",,637450,-0.0192,0.1282,56,-0.1884,-0.1385,49.5,0.269230769,-0.048076923,32,-0.2,0.3333,0,,,12,-0.5714,-0.4,45,-0.1818,0.5,430.2180363,0.031,0.0676,1620,-0.0299,0.1043,745993.7984,-0.0318,0.0907,101,-0.1855,0.0632,0.803571429,0.0065,0.342,Northgate
2020-11,11,2020,202011,98105,"seattle, wa",,812475,-0.0715,-0.0151,58,-0.1831,0.381,41.5,0.220588235,-0.308333333,24,-0.5,2,0,,,16,-0.4286,0.3333,38,0.027,0.5833,551.8111584,0.0361,0.045,1572.5,-0.091,0.008,1444211.562,-0.0445,0.0658,96,-0.1111,0.4545,0.655172414,0.134,0.0837,Laurelhurst
2020-11,11,2020,202011,98108,"seattle, wa",,565000,-0.0886,-0.0517,51,-0.1207,-0.0192,51.5,0.514705882,-0.253623188,12,-0.625,-0.25,0,,,8,-0.6,-0.3333,23,-0.2333,-0.1154,408.444619,0.0275,-0.0102,1505.5,-0.0224,0.0312,639919.0588,-0.0393,0.0342,74,-0.1591,-0.0513,0.450980392,-0.0663,-0.049,Ballard
2020-11,11,2020,202011,98168,"seattle, wa",,489974.5,0.0315,0.0888,23,-0.3611,-0.4651,39,0.083333333,-0.390625,24,0.5,0.5,0,,,8,-0.5,-0.5,46,0.1795,0.7037,275.4967581,-0.0044,0.1093,1810,0.0774,-0.0321,516900.1832,0.0346,0.0846,69,-0.08,-0.0143,2,0.9167,1.3721,Mount Baker
2020-11,11,2020,202011,98178,"seattle, wa",,585000,0.0104,0.1038,17,-0.3462,-0.6731,40,0.379310345,-0.047619048,12,-0.5,-0.5714,0,,,0,-1,-1,40,0.0526,0.4286,307.2816297,0.0317,0.1238,1860,-0.07,-0.0792,623764.7668,-0.0024,0.039,57,-0.1094,-0.2875,2.352941176,0.8914,1.8145,Mount Baker
2020-11,11,2020,202011,98104,"seattle, wa",*,825000,0.0856,,44,-0.1852,-0.0833,55,0.170212766,-0.126984127,8,-0.3333,-0.3333,0,,,0,-1,-1,15,-0.0625,0.25,828.3141792,0.0964,0.051,1125,0.1805,0.4423,1514264.563,0.1119,0.066,59,-0.1571,-0.0167,0.340909091,0.0446,0.0909,Pioneer Square
2020-11,11,2020,202011,98133,"seattle, wa",,575000,-0.0385,0.0649,66,-0.1429,-0.2414,33,0.434782609,-0.266666667,28,-0.6111,0.1667,0,,,24,-0.25,-0.3333,63,0.125,0.4318,388.9424259,0.0282,0.0512,1391,-0.0204,-0.038,566800.4005,-0.0092,-0.028,129,-0.0301,-0.0153,0.954545455,0.2273,0.4488,Northgate
2020-11,11,2020,202011,98125,"seattle, wa",,607475,-0.1132,-0.0654,33,-0.3654,-0.431,40,0.538461538,-0.322033898,24,-0.5,0,0,,,12,-0.4,-0.4,54,0.2,0.5,406.9495319,0.0044,0.1179,1500,0,-0.1329,727643.924,-0.0019,-0.0651,87,-0.1031,-0.0745,1.636363636,0.771,1.0157,Northgate
2020-11,11,2020,202011,98117,"seattle, wa",,878000,0.0642,0.2211,25,-0.5098,-0.5455,40.5,0.557692308,0.125,24,-0.625,0.5,0,,,8,-0.5,0,63,0.0161,0.26,511.5629764,0.063,0.0982,1650.5,-0.0622,0.0252,898188.57,-0.0111,0.0557,88,-0.2212,-0.1619,2.52,1.3043,1.6109,Alki Beach
2020-11,11,2020,202011,98116,"seattle, wa",,847450,-0.003,0.0741,61,-0.2375,0.3556,47,0.119047619,0.093023256,28,-0.2222,0.4,0,,,8,-0.6,-0.6,49,0,0.96,558.0929822,0.065,0.0977,1748,0.0145,0.0857,1169769.17,0.0688,0.1605,110,-0.1473,0.5714,0.803278689,0.1908,0.2477,Alki Beach
2020-11,11,2020,202011,98102,"seattle, wa",,772000,-0.0349,0.1437,116,-0.0333,0.6812,49.5,0.151162791,-0.083333333,32,-0.3333,0.6,0,,,12,-0.6667,-0.25,37,0.4231,0.1563,665.9094951,0.0056,0.0251,1117,-0.0469,0.0459,1090292.641,-0.0081,-0.0368,153,0.0479,0.5149,0.318965517,0.1023,-0.1448,Capital Hill
2020-11,11,2020,202011,98122,"seattle, wa",,712000,-0.0313,-0.0871,92,-0.2397,0.1646,50,0.388888889,0.25,32,-0.3846,0,0,,,40,-0.2308,1.5,53,0.1277,0.6563,592.4407115,0.0084,0.0061,1150,-0.0504,-0.1786,928129.101,-0.0236,-0.0259,145,-0.1369,0.3063,0.576086957,0.1877,0.171,Belltown
2020-11,11,2020,202011,98155,"seattle, wa",,658975,0.0138,0.0461,35,-0.2708,-0.5205,39,0.392857143,-0.1875,16,-0.6923,-0.4286,0,,,8,-0.6667,-0.3333,51,0.0408,0.3784,404.2499205,0.0377,0.1772,1615,-0.0031,-0.0158,724504.354,0.102,-0.0066,86,-0.1134,-0.2182,1.457142857,0.4363,0.9503,Mount Baker
2020-11,11,2020,202011,98199,"seattle, wa",,1142500,-0.0479,0.0938,51,-0.15,-0.1207,42.5,0.465517241,-0.212962963,20,-0.4444,0,0,,,24,0.2,0.2,30,-0.3023,0.1538,514.5170605,-0.0284,0.0462,2510,-0.1036,0.0866,1690381.22,-0.0293,0.1454,81,-0.2136,-0.0357,0.588235294,-0.1284,0.14,Magnolia
2020-11,11,2020,202011,98121,"seattle, wa",,675000,0.0386,-0.1818,128,-0.0303,0.5802,63,0.26,-0.240963855,20,-0.4444,0.25,0,,,32,-0.3846,0.3333,47,-0.1132,0,745.2898915,0.0214,-0.0921,936.5,0.0213,-0.0943,902661.5112,-0.0126,-0.2002,175,-0.0541,0.3672,0.3671875,-0.0343,-0.2131,Belltown
2020-11,11,2020,202011,98146,"seattle, wa",,599000,0.005,0.141,41,-0.1087,-0.0889,42.5,0.370967742,-0.241071429,12,-0.625,-0.4,0,,,8,-0.6667,-0.3333,35,0.2963,0.8421,304.248204,-0.0307,-0.0811,1920,0,0.0726,674136.7144,0.0594,-0.0731,76,0.0411,0.1875,0.853658537,0.2667,0.4314,Mount Baker
2020-11,11,2020,202011,98119,"seattle, wa",,698000,-0.0816,-0.2535,75,-0.0741,0.2295,43,0.194444444,-0.022727273,24,-0.5385,0.5,0,,,28,-0.125,0.75,37,-0.1591,0.6087,585.3112405,0.0058,0.0781,1184.5,-0.1599,-0.2777,1114219.421,-0.0228,0.0015,112,-0.104,0.3333,0.493333333,-0.0499,0.1163,Columbia City
2020-11,11,2020,202011,98107,"seattle, wa",,749950,0.0744,0.1055,54,-0.1,-0.0357,35.5,0.044117647,-0.260416667,28,-0.4167,0.75,0,,,8,-0.75,-0.3333,52,0.0196,0.7333,572.9937205,-0.0213,0.0787,1250,0.0163,-0.0602,829753.366,0.0627,0.1393,106,-0.045,0.2326,0.962962963,0.113,0.4272,Ballard
2020-10,10,2020,202010,98144,"seattle, wa",,689000,-0.0157,-0.0752,86,-0.0115,-0.0753,35,-0.066666667,-0.222222222,40,-0.4118,-0.1667,0,,-1,36,-0.1818,0.5,57,0.1176,0.7813,492.2952149,-0.0257,0.0518,1480,-0.0133,-0.0796,964897.8972,-0.0295,-0.1303,143,0.0362,0.144,0.662790698,0.0766,0.3187,Mount Baker
2020-10,10,2020,202010,98125,"seattle, wa",,685000,0.0148,0.0661,52,0.1818,-0.381,26,-0.018867925,-0.35,48,0.0909,0.0909,0,,,20,0.6667,-0.375,45,0,0.3636,405.1847437,0.0458,0.1297,1500,0,-0.1592,729028.7213,0.0424,-0.0478,97,0.0899,-0.1709,0.865384615,-0.1573,0.4725,Northgate
2020-10,10,2020,202010,98112,"seattle, wa",,1125950,-0.0985,-0.3028,83,0.0122,0.0122,32,0.103448276,-0.340206186,36,-0.4375,0.2857,0,,,32,0.3333,0.3333,39,-0.093,0.3,616.4383562,-0.0202,0.0154,2000,-0.0706,-0.3019,1704427.275,0.0395,-0.1917,122,-0.024,0.0893,0.469879518,-0.0545,0.104,Madrona
2020-10,10,2020,202010,98198,"seattle, wa",,465000,0,-0.0189,55,0.1458,-0.3452,35,0,-0.186046512,52,0.625,1.6,0,,,24,0.5,-0.3333,70,0.0938,0.3208,281.5677321,-0.06,-0.0071,1696,0.1819,0.0053,541761.3286,0.0181,-0.0061,125,0.1161,-0.0876,1.272727273,-0.0606,0.6418,Mount Baker
2020-10,10,2020,202010,98101,"seattle, wa",,715500,-0.0579,-0.1398,113,-0.0661,0.9153,62,-0.03125,0.117117117,32,-0.1111,1,0,,,36,0.125,0.5,17,0.2143,-0.575,873.7358804,-0.0203,0.0502,846,-0.0309,-0.1931,1135535.161,-0.0031,-0.0154,130,-0.037,0.3131,0.150442478,0.0347,-0.5275,Downtown
2020-10,10,2020,202010,98107,"seattle, wa",,698000,-0.0029,0.0011,60,0.1321,-0.2405,34,-0.081081081,-0.15,48,0.3333,0.0909,0,,,32,0.6,-0.3846,51,-0.0893,0.2439,585.4800937,0.0129,0.114,1230,-0.0273,-0.1012,780799.2917,7.00E-04,0.0518,111,0.0183,-0.075,0.85,-0.2066,0.331,Ballard
2020-10,10,2020,202010,98188,"seattle, wa",,399950,-0.0292,-0.1205,21,0.4,-0.0455,25,-0.253731343,-0.264705882,16,-0.2,0,0,,,12,2,2,20,0.0526,0.1111,261.7824773,-0.0378,0.0404,1350,0.1185,-0.2373,473550,-0.0767,-0.0693,41,0.2059,0.025,0.952380952,-0.3143,0.1342,Mount Baker
2020-10,10,2020,202010,98105,"seattle, wa",,875000,-0.0432,0.0023,71,0.1094,0.0758,34,0.259259259,-0.170731707,48,-0.2,1,0,,,28,0.75,0.1667,37,0,0.9474,532.6046684,-0.0535,0.0331,1730,-0.0226,-0.0847,1511419.741,-0.0401,0.0951,108,0.0693,0.2706,0.521126761,-0.057,0.2332,Laurelhurst
2020-10,10,2020,202010,98133,"seattle, wa",,598000,0.0311,0.0825,77,0.2419,-0.3,23,-0.245901639,-0.378378378,72,0.0588,0.3846,0,,,32,0.6,-0.3333,56,-0.0667,0.697,378.2668501,0.02,0.0424,1420,0.0354,-0.0129,572042.4146,0.0213,-0.0191,133,0.0902,-0.0699,0.727272727,-0.2405,0.4273,Northgate
2020-10,10,2020,202010,98119,"seattle, wa",,759995,-0.0281,-0.1556,81,-0.0122,0.08,36,0.125,0.058823529,52,-0.1875,0.4444,0,,,32,-0.1111,0.1429,44,0.375,1.0952,581.957323,0.0072,0.0743,1410,-0.007,-0.1452,1140161.435,-0.0444,0.0313,125,0.0965,0.3021,0.543209877,0.153,0.2632,Columbia City
2020-10,10,2020,202010,98155,"seattle, wa",,650000,0,0.023,48,0.2308,-0.4419,28,0,-0.370786517,52,0.0833,0.1818,0,,,24,0.5,-0.1429,49,-0.0926,0.6333,389.5779221,-0.0042,0.1562,1620,0.0658,-0.0676,657431.4194,-0.0386,-0.1359,97,0.043,-0.1638,1.020833333,-0.3638,0.672,Mount Baker
2020-10,10,2020,202010,98102,"seattle, wa",,799900,0.0093,0.1643,120,0.0909,0.4286,43,0.146666667,0,48,0.0909,0.2,0,,,36,0.125,0.125,26,-0.3333,-0.1034,662.2148639,0.0034,0.019,1172,0.0281,0.1215,1099166.9,0.021,-0.015,146,-0.0201,0.292,0.216666667,-0.1379,-0.1286,Capital Hill
2020-10,10,2020,202010,98177,"seattle, wa",,925000,-0.0585,-0.1169,38,-0.0732,-0.24,36,0.142857143,-0.314285714,20,-0.1667,-0.2857,0,,,12,0,0,33,0.1786,0.1,416.1560694,0.0044,0.0869,2330,-0.0412,-0.2285,1178686.019,-0.0534,-0.2218,71,0.029,-0.1125,0.868421053,0.1855,0.2684,Mount Baker
2020-10,10,2020,202010,98122,"seattle, wa",,735000,-0.02,-0.0455,121,-0.0082,0.5513,36,0.220338983,-0.142857143,52,-0.381,0.4444,0,,,52,0.1818,0.3,47,-0.0208,0.5667,587.5257732,-0.0218,-0.0107,1211,-0.0416,-0.1561,950544.488,-0.0053,0.0327,168,-0.0118,0.5556,0.388429752,-0.005,0.0038,Belltown
2020-10,10,2020,202010,98116,"seattle, wa",,850000,0.0303,0.0247,80,-0.1111,0.5094,42,0.166666667,-0.115789474,36,-0.3571,0.5,0,,,20,-0.1667,0.6667,49,0,0.3243,524.0223464,0.048,0.0149,1723,0.0026,-0.0454,1094447.163,0.0375,0.0817,129,-0.0719,0.4333,0.6125,0.0681,-0.0856,Alki Beach
2020-10,10,2020,202010,98118,"seattle, wa",,649950,-0.0152,0.1168,78,0,-0.1789,36,0,-0.345454545,52,0.3,0.3,4,,,20,-0.1667,-0.375,61,-0.0161,0.5641,404.6134021,0.0147,0.013,1596,-0.0565,0.0133,826022.7356,0.0064,-0.0368,139,-0.0071,0.0373,0.782051282,-0.0128,0.3715,Columbia City
2020-10,10,2020,202010,98117,"seattle, wa",,825000,0.0154,0.0877,51,0.0408,-0.2917,26,-0.1875,-0.087719298,64,0,0.2308,0,,,16,0.3333,-0.5,62,0.1481,0.3478,481.2374678,-0.0065,0.086,1760,0.0323,-0.033,908280.3692,-0.0258,0.0208,113,0.0971,-0.0424,1.215686275,0.1136,0.5768,Alki Beach
2020-10,10,2020,202010,98166,"seattle, wa",,620000,-0.1317,-0.0874,32,-0.1579,-0.3962,44,0.113924051,-0.24137931,16,-0.2,-0.2,0,,,8,-0.5,-0.6,34,-0.15,0.4783,369.047619,0.0212,0.1205,1907,-0.1948,-0.2689,928502.225,0.0085,0.0415,66,-0.1538,-0.1316,1.0625,0.0099,0.6285,Mount Baker
2020-10,10,2020,202010,98121,"seattle, wa",,649900,-0.004,-0.2656,132,-0.0149,0.5904,50,0.149425287,-0.180327869,36,-0.25,0.8,0,,,52,-0.0714,0.625,53,0.0392,0,729.6849088,-0.0161,-0.1284,917,-0.0119,-0.093,914170.7206,-0.0148,-0.1994,185,0,0.3603,0.401515152,0.0209,-0.237,Belltown
2020-10,10,2020,202010,98136,"seattle, wa",,699950,-0.0604,-0.063,43,-0.1224,0.1026,35,0.166666667,0.029411765,36,0,0.2857,0,,,12,-0.25,0.5,35,0.4583,0.6667,452.654321,0.0088,0.0132,1790,-0.011,-0.0259,998402.0408,-0.0832,0.0658,78,0.0685,0.3,0.813953488,0.3242,0.2755,Northgate
2020-10,10,2020,202010,98109,"seattle, wa",,710000,-0.059,0.0165,133,0.0472,0.7733,33,-0.083333333,-0.305263158,48,-0.4545,1,0,,,44,-0.0833,0.5714,33,-0.1538,0.9412,636.0266864,-0.0103,0.0338,1106,-0.0399,-0.0461,1048561.041,0.0189,-0.063,166,0,0.8043,0.248120301,-0.059,0.0215,Queen Anne
2020-10,10,2020,202010,98126,"seattle, wa",,649900,-2.00E-04,0.1352,69,-0.1375,-0.0417,39,0.147058824,0.04,40,-0.4118,0.25,0,,,28,-0.3,0.4,55,0.0185,0.8966,417.2839506,-0.0079,0.0487,1670,0.0183,0.1133,770516.9278,0.0317,0.0784,124,-0.0746,0.2277,0.797101449,0.1221,0.3943,Northgate
2020-10,10,2020,202010,98146,"seattle, wa",,596000,0.0465,0.1047,46,0.2105,-0.1321,31,-0.261904762,-0.326086957,32,0.1429,1.6667,0,,,24,1,0.2,27,-0.3415,0.0385,313.8991031,-0.0813,-0.0061,1920,0.0696,-0.0103,636312.34,0.019,-0.1019,73,-0.0759,-0.0759,0.586956522,-0.492,0.0964,Mount Baker
2020-10,10,2020,202010,98108,"seattle, wa",,619950,-0.0517,0.0067,58,0.234,-0.1212,34,-0.014492754,-0.339805825,32,-0.2,1,0,,,20,0.6667,0.6667,30,0,0.5789,397.5,0.051,0.0407,1540,-0.0698,0.0138,666076.9865,-0.0466,0.0293,88,0.1429,0.0353,0.517241379,-0.1211,0.2294,Ballard
2020-10,10,2020,202010,98178,"seattle, wa",,579000,0.0248,0.0673,26,-0.037,-0.5806,29,-0.283950617,-0.226666667,24,0.5,-0.25,0,,,8,0,-0.6667,38,0.027,0.4615,297.833935,-0.0045,0.0931,2000,0.0238,-0.0476,625287,-0.0346,0.0661,64,0,-0.2727,1.461538462,0.0912,1.0422,Mount Baker
2020-10,10,2020,202010,98115,"seattle, wa",,799500,-0.0454,0.0739,79,-0.0595,-0.2617,29,0.137254902,-0.425742574,60,-0.2105,0.3636,0,,,32,0.1429,-0.2727,65,-0.0299,0.1607,461.7117117,-0.0138,0.0446,1820,0.03,0.0898,928827,-0.0161,0.1077,144,-0.0464,-0.1166,0.82278481,0.0252,0.2994,Madrona
2020-10,10,2020,202010,98104,"seattle, wa",,759950,0.092,0.1111,54,0.0588,0.0588,47,-0.153153153,-0.574660633,12,0,0.5,0,,,8,0,0,16,0.2308,0.6,755.4585153,-0.0707,-0.1013,953,0.0781,0.0973,1361850.298,0.6194,-0.0373,70,0.0938,0.1475,0.296296296,0.0414,0.1002,Pioneer Square
